이름,날짜,username,id,팔로우 수,팔로워 수,게시물 수,website,profile picture url,biography,fetch time,좋아요 수,댓글 수,순위,참여도,게시물 당 좋아요,게시물 당 댓글,팔로우 증감(수),팔로워 증감(수),게시물 증감(수),좋아요 증감(수),댓글 증감(수),순위 증감(수),참여도 증감(수),게시물 당 좋아요 증감(수),게시물 당 댓글 증감(수),팔로우 증감(%),팔로워 증감(%),게시물 증감(%),좋아요 증감(%),댓글 증감(%),순위 증감(%),참여도 증감(%),게시물 당 좋아요 증감(%),게시물 당 댓글 증감(%)
루얼 잠실새내 와인샵&테이스팅룸,2022-10-13,luolle_jamsil,17841431842909760,1296,1657,317,http://linktr.ee/luolle_/,https://scontent-ort2-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=H_VowrvMMxgAX-KVaYi&_nc_ht=scontent-ort2-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8G7ew6wRRKG6fGOdKMAmOEec1gFtH9uIC_UvBc3W5KBg&oe=634C0AE0,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-13 09:50:31.865,1838,20,13,112.13035606517803,5.798107255520505,0.06309148264984227,0.0,3.0,0.0,0.0,0.0,0.0,-0.2033803314362359,0.0,0.0,0.0,0.1813784764207904,0.0,0.0,0.0,0.0,-0.18105009052504784,0.0,0.0
WSA와인아카데미,2022-10-14,wsa.wine.academy,17841403196274368,2589,4867,373,https://linktr.ee/wsawineacademy,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/82718695_3163285743736428_55089091201931293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=CWmSfSaZSIQAX_RFzpM&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT8bIiBIGEIoxGVvN578f8oW-jYOjGI1airhh3jC0cGgUg&oe=634DC719,"🍷국내 최초, 최대, 최고의 국제인증와인교육기관
🍷17년의 전통, 만 명의 동문
🍷수강일정 Linktree - WSET Schedule
🤘#매니져스타그램#문의사항 팔로우 후 !DM(아님못봐요🤣)",2022-10-14 09:57:26.218,6803,187,7,143.62029997945345,18.238605898123325,0.5013404825737265,6.0,26.0,1.0,34.0,1.0,0.0,-0.04836351982356746,0.04236933898354067,0.0013404825737265424,0.23228803716608404,0.5370791158851418,0.26881720430107503,0.5022898507903717,0.5376344086021501,0.0,-0.03366323500587631,0.23284671446117677,0.2680965147453085
와인소셜,2022-10-14,winesocial_dosan,17841449777938336,2,5460,162,https://linktr.ee/winesocial_dosan,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=LOxmGJHqV4AAX8u4x4E&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT9GbDfkCDqKfB3wtYb9y1aKs2UYd5WPCXM_1oTE9S3BVg&oe=634D093A,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-10-14 09:57:26.218,2162,156,6,42.45421245421245,13.345679012345679,0.9629629629629629,0.0,192.0,5.0,178.0,74.0,0.0,3.2362929401653773,0.7087363371864424,0.44066996933238967,0.0,3.6446469248291535,3.1847133757961776,8.971774193548377,90.24390243902438,0.0,8.25207706137039,5.608447829549967,84.37217705510388
winebook_official,2022-10-14,winebook_official,17841447684956802,353,3830,521,http://www.winebook.co.kr/,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/204724489_155824759872357_7579385208215269792_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=86c713&_nc_ohc=tuYQ30BQMwcAX_53p9U&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT8LTC_uGmC-uetZQHsTGyt-nUcwTudXrFRucD6TvnUQmw&oe=634CDAA5,"Winebook Club, Book Your Wine
테이스팅 신청하기
⬇️⬇️⬇️⬇️⬇️",2022-10-14 09:57:26.218,3326,419,8,97.78067885117494,6.383877159309021,0.8042226487523992,2.0,77.0,13.0,589.0,260.0,1.0,20.615744132283382,0.9960818837184702,0.49123052276814727,0.5698005698005604,2.051691979749526,2.5590551181102317,21.519912312751188,163.52201257861637,-11.111111111111116,26.71646675706476,18.487745594774687,156.94660727435146
나라셀라 • NARA CELLAR,2022-10-14,naracellar,17841405690478812,102,9026,469,https://naracellar.com/,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/139566720_1507129532819956_3674880356484992410_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=oAOhcSW_vs0AX_lCC6P&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT8IjBeE7J-FbR3ogs-w2R0ms3-EiURWZqEYpcGQNw-nww&oe=634D940C,"와인 문화를 선도하는 기업, 나라셀라 공식 인스타그램 계정입니다",2022-10-14 09:57:26.218,3110,174,4,36.3837801905606,6.631130063965885,0.37100213219616207,0.0,3.0,2.0,204.0,67.0,0.0,2.991338652269569,0.4084319911607457,0.14188007652164386,0.0,0.03324836528870723,0.4282655246252709,7.019958706125262,62.616822429906534,0.0,8.95813098553877,6.563583615694024,61.923360500567924
와프너 | wapener,2022-10-14,wapener,17841444965924426,2,3788,231,https://linktr.ee/wapener,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=YUtJTFmwTg8AX9NuP17&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT9mOfpyBaAQnEh9Z2FkAlHlTouar43pwFDhBYqNOYbZvQ&oe=634D67BE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-10-14 09:57:26.218,1748,128,9,49.52481520591341,7.567099567099567,0.5541125541125541,0.0,-7.0,0.0,0.0,0.0,-1.0,0.09135012027441292,0.0,0.0,0.0,-0.18445322793149144,0.0,0.0,0.0,12.5,0.18479408658922392,0.0,0.0
와인21 @wine21.com,2022-10-14,wine21_korea,17841401765469832,3059,12107,935,https://linktr.ee/Wine21,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/249334667_585773885977785_3652660761559161739_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=86c713&_nc_ohc=Ow9vpqjROu4AX8gjoeS&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT9Fy2S8PIHPTfHrM0k1TQY8vody4vh5J2SkxRnAh0NFPQ&oe=634E06FA,,2022-10-14 09:57:26.218,5800,484,3,51.90385727265218,6.2032085561497325,0.5176470588235295,17.0,15.0,3.0,-277.0,-14.0,0.0,-2.4709359790845014,-0.31717770994468797,-0.01668770512496842,0.5588428665351808,0.12404895798874271,0.32188841201716833,-4.558170149744944,-2.8112449799196804,0.0,-4.544267354994647,-4.864400619852704,-3.123080557524216
퍼플독ㅣPurpleDog,2022-10-14,purpledog_official,17841407847590324,77,3381,77,http://www.purpledog.co.kr/,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/185509140_516680693034587_2493003973259871483_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=86c713&_nc_ohc=ilQ43pGfTCsAX_TM-9b&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT_u67HL0L8fcDdHH2n5INABamnUEna3RLNsmM-my3wyzQ&oe=634E703A,"Winebutlerservice
나만의 와인 
나만의 퍼플독🍷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
🍷퍼플독 송파본점
서울 송파구 가락로 94 지하1층
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
🍷퍼플독 홍대점
서울 마포구 양화로 188 애경타워 AK& 홍대 1층
🔽 내 와인 취향 찾기",2022-10-14 09:57:26.218,1577,281,12,54.95415557527359,20.48051948051948,3.6493506493506493,4.0,-18.0,4.0,19.0,-15.0,0.0,0.4087010298190421,-0.861946272905179,-0.4054438711972961,5.47945205479452,-0.5295675198587868,5.47945205479452,1.2195121951219523,-5.067567567567566,0.0,0.7492852213349055,-4.038644282546732,-9.999122499122503
루얼 잠실새내 와인샵&테이스팅룸,2022-10-14,luolle_jamsil,17841431842909760,1296,1657,317,http://linktr.ee/luolle_/,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=H_VowrvMMxgAX_WiJO5&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT_hpTXtuWSumuYS32Rvh0LISVyywtNrd68YLX6km15LNQ&oe=634E0520,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-14 09:57:26.218,1838,20,13,112.13035606517803,5.798107255520505,0.06309148264984227,0.0,1.0,0.0,0.0,0.0,0.0,-0.06771156767220532,0.0,0.0,0.0,0.06038647342994086,0.0,0.0,0.0,0.0,-0.060350030175015945,0.0,0.0
주류학개론,2022-10-14,juryuhak,17841445525754876,0,16587,101,https://youtube.com/c/juryuhak,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/139639356_862042224608666_6413119311707306727_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=vF-0OkkLLScAX-Gm3_s&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT-7m8au_aLH3TsBNWmg6isqAaLe888LFdiWLFvTjK4jkA&oe=634D49BE,"유튜브 “주류학개론 - 재미있는 술의 비하인드 스토리”의 인스타그램 계정입니다.
👉🏻비지니스 문의 및 제안
drunkenman@tmcentkorea.co.kr",2022-10-14 09:57:26.218,11604,154,2,70.88683909085428,114.89108910891089,1.5247524752475248,0.0,192.0,3.0,-332.0,-7.0,0.0,-2.8978513635525474,-6.904829258436052,-0.11810466760961802,,1.1710887465690822,3.0612244897959107,-2.781501340482573,-4.347826086956519,0.0,-3.927442597788211,-5.669179518488043,-7.188979767541969
after9,2022-10-14,after9nwine,17841416197245714,1,149,19,,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/284767247_682665059496055_7044693684830096392_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=hxDHjIasu4sAX_vKFXU&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT-nYnBy4RCkRzzPVgjzW1e9znrgVVf9mRqhvtwBo5MSlA&oe=634D6767,"wineshop&tastingroom
wine seminar🍷
📞010-4283-9115",2022-10-14 09:57:26.218,512,16,14,354.36241610738256,26.94736842105263,0.8421052631578947,0.0,4.0,0.0,5.0,0.0,0.0,-6.327239065031222,0.2631578947368389,0.0,0.0,2.758620689655178,0.0,0.9861932938856066,0.0,0.0,-1.7542058593298826,0.9861932938855844,0.0
Wine Folly,2022-10-14,winefolly,17841400935520240,1343,407199,3637,https://shopgr.id/winefolly,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/291099809_171986275292869_6693348921069921448_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=ve9uB3iHdIQAX8awbV3&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT-NyaH5V68ee8zvt1SzZjsZzN6MW8VFeULefvSQsCdZig&oe=634D8AFD,"Wine EDU. But make it fun!
The #1 site for learning about #wine for beginners and beyond. Join the wine education newsletter, & get 50% off Wine 101!",2022-10-14 09:57:26.218,71550,2666,1,18.225977961635465,19.672807258729723,0.7330217211987902,-1.0,579.0,5.0,4274.0,103.0,0.0,1.0504824129659447,1.149679505425759,0.027349915031389282,-0.07440476190476719,0.14239338940533752,0.1376651982378796,6.352934181580361,4.0187280530628255,0.0,6.116169457755882,6.206724483777815,3.8757273271168957
와인비전 Winevision,2022-10-14,winevision,17841402382140592,1525,7749,2995,https://linktr.ee/winevision,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/211538249_1160785267774819_860451889963129583_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=F472j6Iky8kAX8kKcp6&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT_bt6WvjI9eR4zuRSYyno4J9UyxzTusHS8tgmlMGFVRjw&oe=634D67D4,"#와인비전 #와인스타그램 #와인클래스 
🍷삶에 새로운 언어를 더하는 와인비전🍷
와인 교육, 와인 이벤트, 와인 시음회 정보 
↓↓↓아래 프로필 링크 클릭!",2022-10-14 09:57:26.218,1493,5,5,19.33152664859982,0.4984974958263773,0.001669449081803005,4.0,29.0,14.0,-105.0,-10.0,0.0,-1.5622557348198711,-0.037564228427228896,-0.0033624194187001815,0.2629848783694877,0.37564766839377484,0.4696410600469658,-6.57071339173968,-66.66666666666667,0.0,-7.47713222120856,-7.007444614616354,-66.82248191430162
달리 Dali 주류 스마트오더,2022-10-14,dali.official_,17841445511359388,2871,3472,223,https://www.daligo.co.kr/,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/310233742_889332298703314_7982190927844845607_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=86c713&_nc_ohc=wDBMHzAa82EAX83r87G&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT_Nc8_G92eV5fIlBkyu79deoCipYXByUZL5k5y6OvExSw&oe=634DC30A,"좋은 술, 어렵지 않아요.
남달리 유쾌한 어른들의 주류 앱, 달리 Dali
 
즐거운 행사가 가득한 달리에서 맛있는 술을 주문하고 싶다면👇",2022-10-14 09:57:26.218,2761,71,11,81.5668202764977,12.38116591928251,0.3183856502242152,-2.0,-12.0,2.0,-40.0,-1.0,0.0,-0.8958662906664898,-0.2930422255138687,-0.007406204979404696,-0.06961364427428007,-0.3444316877152742,0.9049773755656076,-1.4280614066404906,-1.388888888888884,0.0,-1.086389890943984,-2.3121146675674775,-2.2732934728450505
테이스팅 와인샵 와인도어,2022-10-14,winedoor_official,17841444742294852,350,3525,420,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-ort2-2.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=a1QaCip6AO4AX8Smjuw&_nc_ht=scontent-ort2-2.xx&edm=AL-3X8kEAAAA&oh=00_AT9MFgXC5kXyHW9TU2q43-CxVIjY0mRToLD1F-gP8U9Vzg&oe=634E2336,"매일 신나는 테이스팅이 있는 공간
‘Everyday Tasting’ 
전문 테이스팅 와인샵 | 와인도어
예약: 010-6389-4908
Mon-Sat | 12-9pm (Sunday Off)
Business: Winedoor@naver.com
Youtube ↓",2022-10-14 09:57:26.218,4184,54,10,120.22695035460993,9.961904761904762,0.12857142857142856,2.0,5.0,6.0,-576.0,-11.0,0.0,-16.8469132817537,-1.5356797791580394,-0.02843340234644584,0.5747126436781658,0.14204545454545858,1.449275362318847,-12.100840336134455,-16.92307692307692,0.0,-12.290390622129122,-13.356542617046818,-18.109890109890113
Wine Folly,2022-10-15,winefolly,17841400935520240,1345,407261,3638,https://shopgr.id/winefolly,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/291099809_171986275292869_6693348921069921448_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=ve9uB3iHdIQAX9s-Nv1&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-V5zmFPb-skA4-mhxpY0yP2BRfqVkH_Ndi16nqUA_rPw&oe=634F853D,"Wine EDU. But make it fun!
The #1 site for learning about #wine for beginners and beyond. Join the wine education newsletter, & get 50% off Wine 101!",2022-10-15 09:49:47.446,71209,2665,1,18.13922766972531,19.573666849917537,0.7325453545904343,1.0,553.0,5.0,1262.0,-3.0,0.0,0.2848948314236317,0.320432608243987,-0.0018339462628549352,0.07440476190476719,0.13596978667742565,0.13762730525737066,1.804223197563859,-0.11244377811094886,0.0,1.5956621510520241,1.6643053536969488,-0.24972739029055502
주류학개론,2022-10-15,juryuhak,17841445525754876,0,16604,101,https://youtube.com/c/juryuhak,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/139639356_862042224608666_6413119311707306727_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=vF-0OkkLLScAX81k6lb&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8RCLAdtcRd8l4o1Qa_TTdYiXo8RWZAKHf1jn7QnJrDag&oe=634F43FE,"유튜브 “주류학개론 - 재미있는 술의 비하인드 스토리”의 인스타그램 계정입니다.
👉🏻비지니스 문의 및 제안
drunkenman@tmcentkorea.co.kr",2022-10-15 09:49:47.446,11618,154,2,70.89857865574561,115.02970297029702,1.5247524752475248,0.0,176.0,2.0,-303.0,-7.0,0.0,-2.6465881326644194,-5.384438443844388,-0.10151015101510152,,1.0713416118821595,2.020202020202011,-2.5417330760842183,-4.347826086956519,0.0,-3.598588796839186,-4.471599747844934,-6.241928540680153
와프너 | wapener,2022-10-15,wapener,17841444965924426,2,3790,231,https://linktr.ee/wapener,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=HhT3JXnQadMAX8Esmth&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_45mVpJU2R30wA73rWuKX4FNqZzdN7puRjelkplyTzcA&oe=634F61FE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-10-15 09:49:47.446,1748,128,9,49.49868073878628,7.567099567099567,0.5541125541125541,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
WSA와인아카데미,2022-10-15,wsa.wine.academy,17841403196274368,2589,4873,374,https://linktr.ee/wsawineacademy,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/82718695_3163285743736428_55089091201931293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=py0sUbH5OEUAX9vbO9c&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_JkW4MTTn_Bg8BurSF93fjdrGp2XJSS3jR64oSWKKcSw&oe=634FC159,"🍷국내 최초, 최대, 최고의 국제인증와인교육기관
🍷17년의 전통, 만 명의 동문
🍷수강일정 Linktree - WSET Schedule
🤘#매니져스타그램#문의사항 팔로우 후 !DM(아님못봐요🤣)",2022-10-15 09:49:47.446,6697,183,7,141.1861276421096,17.906417112299465,0.4893048128342246,8.0,24.0,1.0,-9.0,-4.0,0.0,-0.9668935993834964,-0.07213516652091201,-0.01203566973950193,0.30995738086012636,0.49494741183748747,0.2680965147453085,-0.13420817178646516,-2.1390374331550777,0.0,-0.6801780158727122,-0.4012290055517509,-2.4006977608739155
와인21 @wine21.com,2022-10-15,wine21_korea,17841401765469832,3070,12112,935,https://linktr.ee/Wine21,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/249334667_585773885977785_3652660761559161739_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=86c713&_nc_ohc=8M-dhUn3zWQAX9Tuw1m&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT81ZqOkASsw2_XnqG4HrUTkB5Zro-EsInqcNNpU11U41A&oe=634E06FA,,2022-10-15 09:49:47.446,5810,485,3,51.97324966974901,6.213903743315508,0.5187165775401069,28.0,10.0,1.0,-94.0,-2.0,0.0,-0.8362033132290136,-0.10729540015344252,-0.0026966986911565183,0.920447074293218,0.08263097008758269,0.10706638115631772,-1.592140921409213,-0.4106776180698102,0.0,-1.583434907948289,-1.6973899685520877,-0.5171902623285818
winebook_official,2022-10-15,winebook_official,17841447684956802,354,3846,522,http://www.winebook.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/204724489_155824759872357_7579385208215269792_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=86c713&_nc_ohc=tuYQ30BQMwcAX-quJ6C&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-qHK0iWww1kpKiRcbSzOR7rZ8JBAjwvOmRsVisfD1xxQ&oe=634ED4E5,"Winebook Club, Book Your Wine
테이스팅 신청하기
⬇️⬇️⬇️⬇️⬇️",2022-10-15 09:49:47.446,3496,441,8,102.36609464378576,6.697318007662835,0.8448275862068966,3.0,75.0,12.0,612.0,197.0,1.0,19.417274702125724,1.0424160468785209,0.36639621365787695,0.8547008547008517,1.9888623707239539,2.35294117647058,21.220527045769757,80.73770491803278,-11.111111111111116,23.408741336865766,18.433848263108388,76.58281514980214
after9,2022-10-15,after9nwine,17841416197245714,1,148,19,,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/284767247_682665059496055_7044693684830096392_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=tXaGM0YDXw8AX8l2Ox7&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9KkE015pjmbdcEzRXyPstrFuWqXlLlBvUnHNRjr3VQ2w&oe=634F61A7,"wineshop&tastingroom
wine seminar🍷
📞010-4283-9115",2022-10-15 09:49:47.446,512,16,14,356.7567567567568,26.94736842105263,0.8421052631578947,0.0,2.0,0.0,3.0,0.0,0.0,-2.8322843391336505,0.15789473684210265,0.0,0.0,1.3698630136986356,0.0,0.5893909626718985,0.0,0.0,-0.7876447876447812,0.5893909626718985,0.0
퍼플독ㅣPurpleDog,2022-10-15,purpledog_official,17841407847590324,77,3381,78,http://www.purpledog.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/185509140_516680693034587_2493003973259871483_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=86c713&_nc_ohc=ilQ43pGfTCsAX-OytFH&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_k5nXlNSUV-xI7QA5AHaK-KTSUuqj3Wb3R4z5am19jnw&oe=634E703A,"Winebutlerservice
나만의 와인 
나만의 퍼플독🍷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
🍷퍼플독 송파본점
서울 송파구 가락로 94 지하1층
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
🍷퍼플독 홍대점
서울 마포구 양화로 188 애경타워 AK& 홍대 1층
🔽 내 와인 취향 찾기",2022-10-15 09:49:47.446,1536,280,12,53.71191955042887,19.692307692307693,3.58974358974359,4.0,-14.0,5.0,-32.0,-16.0,0.0,-1.1923514363163434,-1.7871443624868277,-0.46505093080435556,5.47945205479452,-0.4123711340206171,6.849315068493156,-2.0408163265306145,-5.405405405405405,0.0,-2.171691591359437,-8.320251177394034,-11.46916146916147
나라셀라 • NARA CELLAR,2022-10-15,naracellar,17841405690478812,102,9027,469,https://naracellar.com/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/139566720_1507129532819956_3674880356484992410_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=6NCg8-Twgt0AX9Iqz8x&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_Tz4-zp5l95pOIFP-8U2qqQUTcdXMnd5P8GRl8wMWJ-A&oe=634F8E4C,"와인 문화를 선도하는 기업, 나라셀라 공식 인스타그램 계정입니다",2022-10-15 09:49:47.446,3111,174,4,36.390827517447654,6.633262260127932,0.37100213219616207,0.0,1.0,1.0,289.0,77.0,0.0,4.050920581928047,0.603347730213402,0.1637371749312048,0.0,0.011079104808331408,0.21367521367521292,10.24096385542168,79.38144329896907,0.0,12.526073714451025,10.005908495388805,78.99896687402457
달리 Dali 주류 스마트오더,2022-10-15,dali.official_,17841445511359388,2872,3474,223,https://www.daligo.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/310233742_889332298703314_7982190927844845607_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=86c713&_nc_ohc=TPvKTofxnrgAX_ZRdu0&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-1ZDvb60dwgh5_kSGX9N_lME-ljCuGXEnZddtjZlQTxg&oe=634FBD4A,"좋은 술, 어렵지 않아요.
남달리 유쾌한 어른들의 주류 앱, 달리 Dali
 
즐거운 행사가 가득한 달리에서 맛있는 술을 주문하고 싶다면👇",2022-10-15 09:49:47.446,2799,71,11,82.61370178468624,12.551569506726457,0.3183856502242152,-2.0,-13.0,2.0,-11.0,-1.0,0.0,-0.0361404866071382,-0.16336261997037482,-0.007406204979404696,-0.06958942240778976,-0.37281330656725453,0.9049773755656076,-0.3914590747330915,-1.388888888888884,0.0,-0.04372722997886269,-1.2848092175606007,-2.2732934728450505
루얼 잠실새내 와인샵&테이스팅룸,2022-10-15,luolle_jamsil,17841431842909760,1296,1657,317,http://linktr.ee/luolle_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=H_VowrvMMxgAX8u1-Fm&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT86LzE3Wwd-t5OwjGm52nkVheURdx9xshPaVTTRACEVIw&oe=634E0520,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-15 09:49:47.446,1838,20,13,112.13035606517803,5.798107255520505,0.06309148264984227,0.0,1.0,0.0,0.0,0.0,0.0,-0.06771156767220532,0.0,0.0,0.0,0.06038647342994086,0.0,0.0,0.0,0.0,-0.060350030175015945,0.0,0.0
테이스팅 와인샵 와인도어,2022-10-15,winedoor_official,17841444742294852,351,3523,421,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=a1QaCip6AO4AX-ePtwj&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9R56CGVAIbgaqwRna907mc2XW7D1hTqLv4Azzl88htaA&oe=634E2336,"매일 신나는 테이스팅이 있는 공간
‘Everyday Tasting’ 
전문 테이스팅 와인샵 | 와인도어
예약: 010-6389-4908
Mon-Sat | 12-9pm (Sunday Off)
Business: Winedoor@naver.com
Youtube ↓",2022-10-15 09:49:47.446,4048,51,10,116.34970195855804,9.61520190023753,0.12114014251781473,3.0,6.0,6.0,-610.0,-11.0,0.0,-17.85558663967909,-1.6088944853046385,-0.02825744784363106,0.8620689655172376,0.1705999431333538,1.4457831325301207,-13.095749248604548,-17.741935483870964,0.0,-13.30468182452359,-14.334289639360776,-18.914259443720795
